type,description,risk_score,created_at,category
Username,localhost:5002,0,2025-03-28 00:11:37.815204,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:11:37.827488,Incident
Error,Error fetching SpiderFoot data for query 'PostgreSQL Database': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:11:37.839562,Incident
Human Name,Payment Processing API,17,2025-03-28 00:11:42.231075,Incident
Error,SpiderFoot execution failed for query 'localhost:5002': No output available,100,2025-03-28 00:15:57.591568,Incident
Error,SpiderFoot execution failed for query 'localhost:5002': No output available,100,2025-03-28 00:15:57.623814,Incident
Username,localhost:5002,58,2025-03-28 00:16:02.747485,Incident
Username,localhost:5002,58,2025-03-28 00:16:07.338950,Incident
Error,SpiderFoot execution failed for query 'localhost:5002': No output available,100,2025-03-28 00:16:15.048770,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:16:19.704727,Incident
Error,SpiderFoot execution failed for query 'localhost:5002': No output available,100,2025-03-28 00:16:23.009240,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:16:27.466012,Incident
Error,SpiderFoot execution failed for query 'localhost:5002': No output available,100,2025-03-28 00:16:29.077858,Incident
Human Name,Payment Processing API,17,2025-03-28 00:16:33.708583,Incident
Error,SpiderFoot execution failed for query 'localhost:5002': No output available,100,2025-03-28 00:17:00.420308,Incident
Error,Error fetching SpiderFoot data for query 'Primary Application Server': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:17:05.213572,Incident
Error,SpiderFoot execution failed for query 'localhost:5002': No output available,100,2025-03-28 00:17:11.461979,Incident
Human Name,Primary Application Server,11,2025-03-28 00:17:16.053217,Incident
Error,SpiderFoot execution failed for query 'localhost:5002': No output available,100,2025-03-28 00:17:43.702738,Incident
Human Name,PostgreSQL Database,100,2025-03-28 00:17:48.768779,Incident
Error,SpiderFoot execution failed for query 'localhost:5002': No output available,100,2025-03-28 00:22:41.915896,Incident
Error,SpiderFoot execution failed for query 'localhost:5002': No output available,100,2025-03-28 00:22:41.943916,Incident
Username,localhost:5002,58,2025-03-28 00:22:46.948174,Incident
Username,localhost:5002,58,2025-03-28 00:22:51.509174,Incident
Error,SpiderFoot execution failed for query 'localhost:5002': No output available,100,2025-03-28 00:23:22.606450,Incident
Human Name,Database Administrators,99,2025-03-28 00:23:30.686335,Incident
Human Name,Monitoring Dashboard,0,2025-03-28 00:34:52.501702,Incident
Human Name,Access Control Management,0,2025-03-28 00:34:52.530377,Incident
Human Name,Change Management,0,2025-03-28 00:34:52.542071,Incident
Human Name,User Authentication Process,0,2025-03-28 00:34:52.555027,Incident
Human Name,PostgreSQL Database,0,2025-03-28 00:34:52.568518,Incident
Human Name,Development Workstations,0,2025-03-28 00:34:52.581848,Incident
Username,localhost:5002,0,2025-03-28 00:34:52.594194,Incident
Username,localhost:5002,0,2025-03-28 00:34:52.606320,Incident
Human Name,Payment Processing API,17,2025-03-28 00:34:52.617974,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:34:52.630319,Incident
Human Name,Monitoring Dashboard,0,2025-03-28 00:34:52.653435,Incident
Human Name,Access Control Management,0,2025-03-28 00:34:52.665339,Incident
Human Name,Change Management,0,2025-03-28 00:34:52.677950,Incident
Human Name,User Authentication Process,0,2025-03-28 00:34:52.689563,Incident
Human Name,PostgreSQL Database,0,2025-03-28 00:34:52.700908,Incident
Human Name,Development Workstations,0,2025-03-28 00:34:52.712761,Incident
Username,localhost:5002,0,2025-03-28 00:34:52.724919,Incident
Username,localhost:5002,0,2025-03-28 00:34:52.737357,Incident
Human Name,Payment Processing API,17,2025-03-28 00:34:52.752733,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:34:52.768355,Incident
Username,localhost:5002,58,2025-03-28 00:34:57.614350,Incident
Username,localhost:5002,58,2025-03-28 00:35:02.289448,Incident
Username,localhost:5002,58,2025-03-28 00:37:03.121124,Incident
Username,localhost:5002,58,2025-03-28 00:37:07.721296,Incident
Username,localhost:5002,58,2025-03-28 00:37:33.323184,Incident
Username,localhost:5002,58,2025-03-28 00:37:38.263993,Incident
Username,localhost:5002,58,2025-03-28 00:37:48.228144,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:37:52.892411,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:37:56.650804,Incident
Username,localhost:5002,58,2025-03-28 00:37:56.713608,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:38:01.212958,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:38:15.456042,Incident
Username,localhost:5002,58,2025-03-28 00:38:15.485636,Incident
Human Name,Incident Response,62,2025-03-28 00:38:22.026230,Incident
Human Name,Incident Response,62,2025-03-28 00:38:33.906721,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:38:33.921035,Incident
Username,localhost:5002,58,2025-03-28 00:38:33.933171,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:38:40.251452,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:38:49.536656,Incident
Human Name,Incident Response,62,2025-03-28 00:38:49.571094,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:38:49.589837,Incident
Username,localhost:5002,58,2025-03-28 00:38:49.608210,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:38:54.100040,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:38:58.122959,Incident
Human Name,Incident Response,62,2025-03-28 00:38:58.144657,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:38:58.159771,Incident
Username,localhost:5002,58,2025-03-28 00:38:58.174429,Incident
Human Name,Incident Response,62,2025-03-28 00:39:02.509815,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:42:41.559478,Incident
Human Name,Incident Response,62,2025-03-28 00:42:41.574104,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:42:41.586853,Incident
Username,localhost:5002,58,2025-03-28 00:42:41.599145,Incident
Human Name,Authentication Service,14,2025-03-28 00:42:46.317657,Incident
Human Name,Authentication Service,14,2025-03-28 00:42:53.721113,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:42:53.747643,Incident
Human Name,Incident Response,62,2025-03-28 00:42:53.763801,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:42:53.778362,Incident
Username,localhost:5002,58,2025-03-28 00:42:53.791318,Incident
Human Name,Authentication Service,14,2025-03-28 00:42:58.293397,Incident
Human Name,Authentication Service,14,2025-03-28 00:43:16.058247,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:43:16.084294,Incident
Human Name,Incident Response,62,2025-03-28 00:43:16.102804,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:43:16.116964,Incident
Username,localhost:5002,58,2025-03-28 00:43:16.140560,Incident
Username,localhost:5002,58,2025-03-28 00:43:20.652887,Incident
Human Name,Authentication Service,14,2025-03-28 00:43:27.045285,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:43:27.075603,Incident
Human Name,Incident Response,62,2025-03-28 00:43:27.092895,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:43:27.106483,Incident
Username,localhost:5002,58,2025-03-28 00:43:27.119482,Incident
Username,localhost:5002,58,2025-03-28 00:43:31.589265,Incident
Human Name,Authentication Service,14,2025-03-28 00:43:42.736340,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:43:42.763761,Incident
Human Name,Incident Response,62,2025-03-28 00:43:42.779028,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:43:42.794930,Incident
Username,localhost:5002,58,2025-03-28 00:43:42.809214,Incident
Username,localhost:5002,58,2025-03-28 00:50:42.777203,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:43:49.983494,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:43:55.233156,Incident
Human Name,Authentication Service,14,2025-03-28 00:43:55.252971,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:43:55.270485,Incident
Human Name,Incident Response,62,2025-03-28 00:43:55.283731,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:43:55.296974,Incident
Username,localhost:5002,58,2025-03-28 00:43:55.308794,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 00:44:03.344299,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 00:50:37.777817,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:50:37.798562,Incident
Human Name,Authentication Service,14,2025-03-28 00:50:37.814441,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:50:37.838170,Incident
Human Name,Incident Response,62,2025-03-28 00:50:37.853743,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:50:37.870326,Incident
Username,localhost:5002,58,2025-03-28 00:50:37.892091,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 00:50:37.911025,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:50:37.924574,Incident
Human Name,Authentication Service,14,2025-03-28 00:50:37.936651,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:50:37.948596,Incident
Human Name,Incident Response,62,2025-03-28 00:50:37.961994,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:50:37.974476,Incident
Username,localhost:5002,58,2025-03-28 00:50:37.986500,Incident
Username,localhost:5002,58,2025-03-28 00:50:47.323002,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 00:50:56.718425,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:50:56.740177,Incident
Human Name,Authentication Service,14,2025-03-28 00:50:56.757163,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:50:56.771617,Incident
Human Name,Incident Response,62,2025-03-28 00:50:56.784710,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:50:56.799186,Incident
Username,localhost:5002,58,2025-03-28 00:50:56.811921,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 00:51:01.162793,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 00:51:41.516706,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 00:51:41.547718,Incident
Human Name,Authentication Service,14,2025-03-28 00:51:51.943448,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:51:41.571378,Incident
Human Name,Authentication Service,14,2025-03-28 00:51:41.588701,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:51:41.598640,Incident
Human Name,Incident Response,62,2025-03-28 00:51:41.622898,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:51:41.633178,Incident
Username,localhost:5002,58,2025-03-28 00:51:41.642237,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 00:51:46.005134,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 00:51:51.875919,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 00:51:51.900546,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 00:51:51.915051,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:51:51.928918,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:51:51.960405,Incident
Human Name,Incident Response,62,2025-03-28 00:51:51.972822,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 00:51:51.985091,Incident
Username,localhost:5002,58,2025-03-28 00:51:51.997761,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 00:51:56.470230,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 01:01:41.836120,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 01:01:41.851064,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 01:01:41.865926,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:01:41.878449,Incident
Human Name,Authentication Service,14,2025-03-28 01:01:41.890887,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:01:41.903728,Incident
Human Name,Incident Response,62,2025-03-28 01:01:41.917365,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:01:41.932655,Incident
Username,localhost:5002,58,2025-03-28 01:01:41.945243,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 01:01:41.963727,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 01:01:41.987260,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 01:01:42.006660,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:01:42.019149,Incident
Human Name,Authentication Service,14,2025-03-28 01:01:42.030754,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:01:42.042296,Incident
Human Name,Incident Response,62,2025-03-28 01:01:42.057416,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:01:42.069984,Incident
Username,localhost:5002,58,2025-03-28 01:01:42.081501,Incident
Username,localhost:5002,58,2025-03-28 01:01:46.725682,Incident
Username,localhost:5002,58,2025-03-28 01:01:51.120094,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 01:02:06.844668,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 01:02:06.867859,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 01:02:06.881863,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:06.896591,Incident
Human Name,Authentication Service,14,2025-03-28 01:02:06.911022,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:06.925009,Incident
Human Name,Incident Response,62,2025-03-28 01:02:06.938261,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:06.950766,Incident
Username,localhost:5002,58,2025-03-28 01:02:06.962527,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:14.816524,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:18.202506,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 01:02:18.218363,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 01:02:18.231383,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 01:02:18.243941,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:18.258057,Incident
Human Name,Authentication Service,14,2025-03-28 01:02:18.271522,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:18.285227,Incident
Human Name,Incident Response,62,2025-03-28 01:02:18.296641,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:18.310093,Incident
Username,localhost:5002,58,2025-03-28 01:02:18.324617,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Unterminated string starting at: line 1 column 113 (char 112),100,2025-03-28 01:02:22.748326,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Unterminated string starting at: line 1 column 113 (char 112),100,2025-03-28 01:02:33.515207,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:33.534725,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 01:02:33.551592,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 01:02:33.566261,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 01:02:33.580443,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:33.593478,Incident
Human Name,Authentication Service,14,2025-03-28 01:02:33.605299,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:33.619298,Incident
Human Name,Incident Response,62,2025-03-28 01:02:33.631559,Incident
Error,Error fetching SpiderFoot data for query 'Backup and Recovery': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:33.643861,Incident
Error,Error fetching SpiderFoot data for query 'End Users': Extra data: line 1 column 121 (char 120),100,2025-03-28 01:02:41.450890,Incident
Error,Error fetching SpiderFoot data for query 'End Users': Extra data: line 1 column 121 (char 120),100,2025-03-28 01:02:47.091657,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Unterminated string starting at: line 1 column 113 (char 112),100,2025-03-28 01:02:47.120726,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:47.136979,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 01:02:47.152103,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 01:02:47.167941,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 01:02:47.181010,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:47.196209,Incident
Human Name,Authentication Service,14,2025-03-28 01:02:47.208102,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:47.221102,Incident
Human Name,Incident Response,62,2025-03-28 01:02:47.234416,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:51.749443,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:54.661584,Incident
Error,Error fetching SpiderFoot data for query 'End Users': Extra data: line 1 column 121 (char 120),100,2025-03-28 01:02:54.683516,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Unterminated string starting at: line 1 column 113 (char 112),100,2025-03-28 01:02:54.703955,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:54.717284,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 01:02:54.730404,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 01:02:54.745732,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 01:02:54.762717,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:54.775160,Incident
Human Name,Authentication Service,14,2025-03-28 01:02:54.788249,Incident
Human Name,Authentication Service,14,2025-03-28 01:03:07.742375,Incident
Error,Error fetching SpiderFoot data for query 'Incident Response': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:02:54.801110,Incident
Human Name,Payment Processing API,17,2025-03-28 01:02:59.028857,Incident
Human Name,Payment Processing API,17,2025-03-28 01:03:07.603958,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:03:07.625490,Incident
Error,Error fetching SpiderFoot data for query 'End Users': Extra data: line 1 column 121 (char 120),100,2025-03-28 01:03:07.638772,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Unterminated string starting at: line 1 column 113 (char 112),100,2025-03-28 01:03:07.653505,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:03:07.669128,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 01:03:07.683922,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 01:03:07.695423,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 01:03:07.712035,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 01:03:07.725141,Incident
Human Name,PostgreSQL Database,100,2025-03-28 01:03:12.139768,Incident
Human Name,PostgreSQL Database,100,2025-03-28 10:41:55.075012,Incident
Human Name,Payment Processing API,17,2025-03-28 10:41:55.121529,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:41:55.135917,Incident
Error,Error fetching SpiderFoot data for query 'End Users': Extra data: line 1 column 121 (char 120),100,2025-03-28 10:41:55.147022,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Unterminated string starting at: line 1 column 113 (char 112),100,2025-03-28 10:41:55.159325,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:41:55.171178,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 10:41:55.182621,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 10:41:55.194046,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 10:41:55.205410,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:41:55.218026,Incident
Human Name,PostgreSQL Database,100,2025-03-28 10:41:55.233735,Incident
Human Name,Payment Processing API,17,2025-03-28 10:41:55.244339,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:41:55.256269,Incident
Error,Error fetching SpiderFoot data for query 'End Users': Extra data: line 1 column 121 (char 120),100,2025-03-28 10:41:55.269603,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Unterminated string starting at: line 1 column 113 (char 112),100,2025-03-28 10:41:55.285349,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:41:55.304443,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 10:41:55.323207,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 10:41:55.333694,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 10:41:55.344926,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 10:42:10.341284,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:41:55.355910,Incident
Username,localhost:5002,58,2025-03-28 10:42:00.343284,Incident
Username,localhost:5002,58,2025-03-28 10:42:04.991036,Incident
Human Name,PostgreSQL Database,100,2025-03-28 10:42:10.233092,Incident
Human Name,Payment Processing API,17,2025-03-28 10:42:10.250702,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:42:10.264803,Incident
Error,Error fetching SpiderFoot data for query 'End Users': Extra data: line 1 column 121 (char 120),100,2025-03-28 10:42:10.278467,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Unterminated string starting at: line 1 column 113 (char 112),100,2025-03-28 10:42:10.292595,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:42:10.303829,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 10:42:10.315859,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 10:42:10.329235,Incident
Error,Error fetching SpiderFoot data for query 'Financial Transaction Logs': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:42:10.352386,Incident
Error,Error fetching SpiderFoot data for query 'Network Firewall': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:42:18.376836,Incident
Error,Error fetching SpiderFoot data for query 'Network Firewall': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:42:22.494216,Incident
Human Name,PostgreSQL Database,100,2025-03-28 10:42:22.519981,Incident
Human Name,Payment Processing API,17,2025-03-28 10:42:22.535136,Incident
Error,Error fetching SpiderFoot data for query 'Payment Processing API': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:42:22.548586,Incident
Error,Error fetching SpiderFoot data for query 'End Users': Extra data: line 1 column 121 (char 120),100,2025-03-28 10:42:22.563888,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Unterminated string starting at: line 1 column 113 (char 112),100,2025-03-28 10:42:22.577589,Incident
Error,Error fetching SpiderFoot data for query 'Network Switch': Extra data: line 1 column 129 (char 128),100,2025-03-28 10:42:22.590149,Incident
Error,Error fetching SpiderFoot data for query 'Monitoring Dashboard': Extra data: line 1 column 130 (char 129),100,2025-03-28 10:42:22.602269,Incident
Human Name,Monitoring Dashboard,52,2025-03-28 10:42:22.614669,Incident
Human Name,Financial Transaction Logs,70,2025-03-28 10:42:22.627516,Incident
